Case Number,Incident Datetime,Incident ID,Incident Type Primary,Incident Description,Parent Incident Type,Hour of Day,Day of Week,Address,City,State,Location,Latitude,Longitude,Created At,updated_at,zip_code,neighborhood,Council District,Council District 2011,Census Tract,Census Block Group,Census Block,2010 Census Tract ,2010 Census Block Group,2010 Census Block,Police District,TRACTCE20,GEOID20_tract,GEOID20_blockgroup,GEOID20_block
09-2970032,10/24/2009 12:30:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,0,Saturday,GENESEE ST & CROSSMAN AV,Buffalo,NY,POINT (-78.803 42.917),42.917,-78.803,10/27/2009 01:00:00 AM,,14211,Schiller Park,LOVEJOY,LOVEJOY,38,2,2003,38,2,2003,District E,003800,36029003800,360290001102,360290170002003
06-1550069,06/04/2006 12:51:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,0,Sunday,200 Block WATSON ST,Buffalo,NY,POINT (-78.85 42.887),42.887,-78.85,,,14206,Broadway Fillmore,ELLICOTT,ELLICOTT,15,3,3002,15,2,2016,District C,001500,36029001500,360290001103,360290071043002
11-1480588,05/28/2011 12:00:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,0,Saturday,1 Block ELLER AV,Buffalo,NY,POINT (-78.801 42.914),42.914,-78.801,10/10/2019 07:18:00 PM,,14211,Schiller Park,LOVEJOY,LOVEJOY,38,3,3003,38,3,3003,District C,003800,36029003800,360290001103,360290054003003
11-0290094,01/29/2011 02:01:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,2,Saturday,100 Block BICKFORD AV,Buffalo,NY,POINT (-78.807 42.94),42.94,-78.807,,,14215,Kensington-Bailey,UNIVERSITY,UNIVERSITY,43,6,6006,43,6,6006,District E,004300,36029004300,360290043006,360290045006006
10-2870347,10/14/2010 12:30:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,12,Thursday,100 Block POULTNEY AV,Buffalo,NY,POINT (-78.82 42.939),42.939,-78.82,,,14215,Kensington-Bailey,MASTEN,MASTEN,42,5,5001,42,5,5001,District E,004200,36029004200,360290007005,360290171005001
11-0860002,03/27/2011 12:00:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,0,Sunday,100 Block CROWLEY AV,Buffalo,NY,POINT (-78.903 42.955),42.955,-78.903,,,14207,Riverside,NORTH,NORTH,58.02,1,1000,58.02,1,1000,District D,005802,36029005802,360290001101,360290035021000
09-3640533,12/30/2009 04:52:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,16,Wednesday,PLYMOUTH AV & MASSACHUSETTS ST,Buffalo,NY,POINT (-78.895 42.911),42.911,-78.895,,,14213,West Side,NIAGARA,NIAGARA,69.01,3,3009,69.01,3,3009,District B,006901,36029006901,360290001103,360290011003009
07-1080172,04/18/2007 08:58:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,8,Wednesday,100 Block BLAINE AV,Buffalo,NY,POINT (-78.848 42.924),42.924,-78.848,,,14208,Hamlin Park,MASTEN,MASTEN,52.02,2,2007,52.02,2,2013,District E,005202,36029005202,360290001102,360290163002007
10-0380086,02/07/2010 02:46:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,2,Sunday,700 Block MILITARY RD,Buffalo,NY,POINT (-78.889 42.957),42.957,-78.889,,,14216,West Hertel,NORTH,NORTH,56,1,1003,56,1,1005,District D,005600,36029005600,360290001101,360290035021003
11-1900769,07/09/2011 05:20:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,17,Saturday,STOCKBRIDGE AV & BAILEY AV,Buffalo,NY,POINT (-78.814 42.942),42.942,-78.814,,,14215,University Heights,UNIVERSITY,UNIVERSITY,43,2,2005,43,2,2005,District E,004300,36029004300,360290001102,360290011002005
11-0190258,01/19/2011 10:32:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,10,Wednesday,2200 Block GENESEE ST,Buffalo,NY,POINT (-78.801 42.918),42.918,-78.801,,,14211,Schiller Park,LOVEJOY,LOVEJOY,38,3,3002,38,3,3002,District C,003800,36029003800,360290001103,360290071043002
11-1820127,07/01/2011 02:59:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,2,Friday,N ST PAUL & ELLICOTT ST,Buffalo,NY,POINT (-78.866 42.903),42.903,-78.866,,,14203,Fruit Belt,ELLICOTT,ELLICOTT,31,4,4004,31,4,4000,District B,003100,36029003100,360290002004,360290002004004
11-1110096,04/21/2011 03:18:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,3,Thursday,100 Block MILLS ST,Buffalo,NY,POINT (-78.836 42.897),42.897,-78.836,,,14212,Broadway Fillmore,FILLMORE,FILLMORE,27.03,1,1014,27.02,4,4006,District C,002703,36029002703,360290001101,360290165001014
08-1911095,07/09/2008 12:00:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,0,Wednesday,1 Block HARMONIA ST,Buffalo,NY,POINT (-78.831 42.903),42.903,-78.831,,,14211,Broadway Fillmore,ELLICOTT,FILLMORE,27.04,1,1002,27.02,1,1002,District C,002704,36029002704,360290001101,360290001101002
08-3430042,12/07/2008 11:45:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,23,Sunday,200 Block MINERAL SPRING RD,Buffalo,NY,POINT (-78.807 42.861),42.861,-78.807,,,14210,Seneca-Cazenovia,SOUTH,SOUTH,11,1,1003,11,1,1008,District A,001100,36029001100,360290001101,360290035021003
09-2240578,08/12/2009 02:58:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,14,Wednesday,800 Block WILLIAM ST,Buffalo,NY,POINT (-78.84 42.885),42.885,-78.84,,,14206,Broadway Fillmore,FILLMORE,FILLMORE,17,1,1007,17,1,1008,District C,001700,36029001700,360290001101,360290025021007
07-3200785,11/16/2007 09:32:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,21,Friday,100 Block BAYNES ST,Buffalo,NY,POINT (-78.885 42.92),42.92,-78.885,,,14213,Elmwood Bidwell,NIAGARA,NIAGARA,65.01,3,3001,65.01,3,3001,District D,006501,36029006501,360290001103,360290071043001
07-0840180,03/25/2007 04:08:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,4,Sunday,1 Block SOUTHAMPTON ST,Buffalo,NY,POINT (-78.866 42.901),42.901,-78.866,,,14203,Fruit Belt,ELLICOTT,ELLICOTT,31,4,4010,31,4,4008,District B,003100,36029003100,360290002004,360290031004010
11-1340438,05/14/2011 12:00:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,0,Saturday,200 Block PARKRIDGE AV,Buffalo,NY,POINT (-78.822 42.941),42.941,-78.822,10/10/2019 07:18:00 PM,,14215,University Heights,UNIVERSITY,UNIVERSITY,47.02,2,2009,47,4,4008,District E,004702,36029004702,360290001102,360290045002009
07-1650147,06/14/2007 05:13:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,5,Thursday,400 Block S OGDEN ST,Buffalo,NY,POINT (-78.802 42.873),42.873,-78.802,,,14206,Kaisertown,LOVEJOY,LOVEJOY,167,1,1007,167,1,1006,District A,016700,36029016700,360290001101,360290025021007
07-2660527,09/23/2007 01:04:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,13,Sunday,1 Block WARRING AV,Buffalo,NY,POINT (-78.811 42.911),42.911,-78.811,,,14211,Genesee-Moselle,LOVEJOY,LOVEJOY,37,4,4006,37,3,3007,District C,003700,36029003700,360290002004,360290002004006
10-2860583,10/13/2010 05:40:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,17,Wednesday,200 Block MULBERRY ST,Buffalo,NY,POINT (-78.86 42.901),42.901,-78.86,10/15/2010 12:01:00 AM,,14204,Fruit Belt,ELLICOTT,ELLICOTT,31,3,3006,31,3,3005,District B,003100,36029003100,360290001103,360290163003006
06-2630835,09/20/2006 08:46:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,20,Wednesday,100 Block SWEET AV,Buffalo,NY,POINT (-78.834 42.893),42.893,-78.834,,,14212,Broadway Fillmore,FILLMORE,FILLMORE,16.01,1,1013,16,3,3002,District C,001601,36029001601,360290001101,360290002001013
10-1600861,06/09/2010 09:41:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,21,Wednesday,1 Block CENTER LA,Buffalo,NY,POINT (-78.898 42.955),42.955,-78.898,,,14207,Riverside,NORTH,NORTH,57,1,1002,57,1,1004,District D,005700,36029005700,360290001101,360290001101002
09-3040282,10/31/2009 04:36:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,4,Saturday,LISBON AV & CORDOVA AV,Buffalo,NY,POINT (-78.825 42.948),42.948,-78.825,11/03/2009 01:00:00 AM,,14214,University Heights,UNIVERSITY,UNIVERSITY,47.02,2,2001,47,4,4001,District E,004702,36029004702,360290001102,360290033022001
12-0080653,01/08/2012 06:35:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,18,Sunday,E NORTH ST & ELLICOTT ST,Buffalo,NY,POINT (-78.867 42.902),42.902,-78.867,,,14203,Fruit Belt,ELLICOTT,ELLICOTT,31,4,4002,31,4,4005,District B,003100,36029003100,360290002004,360290002004002
10-1670048,06/16/2010 01:20:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,1,Wednesday,WALDEN AV & POPLAR AV,Buffalo,NY,POINT (-78.804 42.906),42.906,-78.804,,,14211,Schiller Park,LOVEJOY,LOVEJOY,30,2,2000,30,2,2000,District C,003000,36029003000,360290001102,360290046012000
07-0630173,03/04/2007 05:15:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,5,Sunday,TONAWANDA ST & HAMILTON ST,Buffalo,NY,POINT (-78.898 42.938),42.938,-78.898,,,14207,Black Rock,NORTH,NORTH,59,5,5015,59,5,5019,District D,005900,36029005900,360290007005,360290059005015
09-1910618,07/10/2009 02:33:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,14,Friday,TOWNSEND ST & PADEREWSKI DR,Buffalo,NY,POINT (-78.841 42.89),42.89,-78.841,,,14212,Broadway Fillmore,FILLMORE,FILLMORE,16.02,1,1011,16,1,1007,District C,001602,36029001602,360290001101,360290035011011
11-0100178,01/10/2011 08:58:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,8,Monday,1 Block MARY B TALBERT BLVD,Buffalo,NY,POINT (-78.854 42.88),42.88,-78.854,,,14210,Pratt-Willert,ELLICOTT,ELLICOTT,14.03,1,1006,14.02,1,1001,District B,001403,36029001403,360290001101,360290035021006
10-2870155,10/14/2010 07:00:00 AM,,MANSLAUGHTER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,7,Thursday,OOJ,Buffalo,NY,POINT (-78.878 42.886),42.886,-78.878,10/15/2010 12:01:00 AM,,14202,Central,FILLMORE,ELLICOTT,165,1,1019,165,1,1054,District B,016500,36029016500,360290001101,360290165001019
